human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
BIRC7,Birc7,ENSG00000101197,ENSMUSG00000038840,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BMP5,Bmp5,ENSG00000112175,ENSMUSG00000032179,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BMP7,Bmp7,ENSG00000101144,ENSMUSG00000008999,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BNIP1,Bnip1,ENSG00000113734,ENSMUSG00000024191,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BNIP2,Bnip2,ENSG00000140299,ENSMUSG00000011958,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BRAF,Braf,ENSG00000157764,ENSMUSG00000002413,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
BRCA1,Brca1,ENSG00000012048,ENSMUSG00000017146,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
C8ORF17,NA,ENSG00000250733,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAAP1,Caap1,ENSG00000120159,ENSMUSG00000028578,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAPN13,Capn13,ENSG00000162949,ENSMUSG00000043705,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAPN3,Capn3,ENSG00000092529,ENSMUSG00000079110,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAPNS1,Capns1,ENSG00000126247,ENSMUSG00000001794,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
CARD14,Card14,ENSG00000141527,ENSMUSG00000013483,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CARD16,NA,ENSG00000204397,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAST,Cast,ENSG00000310517,ENSMUSG00000021585,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CAT,Cat,ENSG00000121691,ENSMUSG00000027187,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CBL,Cbl,ENSG00000110395,ENSMUSG00000034342,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CBX4,Cbx4,ENSG00000141582,ENSMUSG00000039989,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CCL19,"Ccl19,Ccl19-ps1,Ccl19-ps4,Ccl19-ps5,Ccl19-ps6,Gm50471",ENSG00000172724,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CCL21,"Ccl21a,Ccl21b,Ccl21d,Ccl21e,Ccl21f",ENSG00000137077,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CCND1,Ccnd1,ENSG00000110092,ENSMUSG00000070348,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
CCND2,Ccnd2,ENSG00000118971,ENSMUSG00000000184,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CCR7,Ccr7,ENSG00000126353,ENSMUSG00000037944,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CD27,Cd27,ENSG00000139193,ENSMUSG00000030336,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CD28,Cd28,ENSG00000178562,ENSMUSG00000026012,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CD38,Cd38,ENSG00000004468,ENSMUSG00000029084,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CD44,Cd44,ENSG00000026508,ENSMUSG00000005087,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CD74,Cd74,ENSG00000019582,ENSMUSG00000024610,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CDC25C,Cdc25c,ENSG00000158402,ENSMUSG00000044201,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
CDH5,Cdh5,ENSG00000179776,ENSMUSG00000031871,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CDK1,Cdk1,ENSG00000170312,ENSMUSG00000019942,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CDK2,Cdk2,ENSG00000123374,ENSMUSG00000025358,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
CDKN2D,Cdkn2d,ENSG00000129355,ENSMUSG00000096472,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CEACAM5,NA,ENSG00000105388,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CEACAM6,NA,ENSG00000086548,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CFL1,Cfl1,ENSG00000172757,ENSMUSG00000056201,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CIAPIN1,Ciapin1,ENSG00000005194,ENSMUSG00000031781,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CIB1,Cib1,ENSG00000185043,ENSMUSG00000030538,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CIDEA,Cidea,ENSG00000176194,ENSMUSG00000024526,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CITED1,Cited1,ENSG00000125931,ENSMUSG00000051159,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CITED2,Cited2,ENSG00000164442,ENSMUSG00000039910,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CLCF1,Clcf1,ENSG00000175505,ENSMUSG00000040663,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CLEC5A,Clec5a,ENSG00000258227,ENSMUSG00000029915,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CLN3,Cln3,ENSG00000188603,ENSMUSG00000030720,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CLSPN,Clspn,ENSG00000092853,ENSMUSG00000042489,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
CNTF,Cntf,ENSG00000242689,ENSMUSG00000079415,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
COMP,Comp,ENSG00000105664,ENSMUSG00000031849,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
COPS5,Cops5,ENSG00000121022,ENSMUSG00000025917,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CPEB4,Cpeb4,ENSG00000113742,ENSMUSG00000020300,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CREB3,Creb3,ENSG00000107175,ENSMUSG00000028466,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CREB3L1,Creb3l1,ENSG00000157613,ENSMUSG00000027230,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CRLF1,Crlf1,ENSG00000006016,ENSMUSG00000007888,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CRYAA,Cryaa,ENSG00000160202,ENSMUSG00000024041,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CRYAB,Cryab,ENSG00000109846,ENSMUSG00000032060,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CSF2,Csf2,ENSG00000164400,ENSMUSG00000018916,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CSNK2A1,Csnk2a1,ENSG00000101266,ENSMUSG00000074698,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CSNK2A2,Csnk2a2,ENSG00000070770,ENSMUSG00000046707,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CTSG,Ctsg,ENSG00000100448,ENSMUSG00000040314,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CTSH,Ctsh,ENSG00000103811,ENSMUSG00000032359,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CX3CL1,Cx3cl1,ENSG00000006210,ENSMUSG00000031778,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CX3CR1,Cx3cr1,ENSG00000168329,ENSMUSG00000052336,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
CXCL12,Cxcl12,ENSG00000107562,ENSMUSG00000061353,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DAB2,Dab2,ENSG00000153071,ENSMUSG00000022150,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DDAH2,Ddah2,ENSG00000233076,ENSMUSG00000007039,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DDIAS,Ddias,ENSG00000165490,ENSMUSG00000030641,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DDRGK1,Ddrgk1,ENSG00000198171,ENSMUSG00000068290,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DFFA,Dffa,ENSG00000160049,ENSMUSG00000028974,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark,KEGG,Reactome",TRUE,TRUE,TRUE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DHCR24,Dhcr24,ENSG00000116133,ENSMUSG00000034926,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DHRS2,NA,ENSG00000100867,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DIPK2A,Dipk2a,ENSG00000181744,ENSMUSG00000045414,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DKK1,Dkk1,ENSG00000107984,ENSMUSG00000024868,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DLL1,Dll1,ENSG00000275555,ENSMUSG00000014773,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DNAJB6,Dnajb6,ENSG00000105993,ENSMUSG00000029131,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DNAJC3,Dnajc3,ENSG00000102580,ENSMUSG00000022136,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DNMT1,Dnmt1,ENSG00000130816,ENSMUSG00000004099,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DPEP1,Dpep1,ENSG00000015413,ENSMUSG00000019278,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DPYD,Dpyd,ENSG00000188641,ENSMUSG00000033308,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
DSTYK,Dstyk,ENSG00000133059,ENSMUSG00000042046,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
DYNLL1,Dynll1,ENSG00000088986,ENSMUSG00000009013,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
EGFR,Egfr,ENSG00000146648,ENSMUSG00000020122,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EGR3,Egr3,ENSG00000179388,ENSMUSG00000033730,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ENO1,"Eno1,Eno1b",ENSG00000074800,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EPO,Epo,ENSG00000130427,ENSMUSG00000029711,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ERBB3,Erbb3,ENSG00000065361,ENSMUSG00000018166,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ERC1,Erc1,ENSG00000082805,ENSMUSG00000030172,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ERCC5,Ercc5,ENSG00000134899,ENSMUSG00000026048,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ETF1,Etf1,ENSG00000120705,ENSMUSG00000024360,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
EVI2B,"Evi2,Evi2b",ENSG00000291721,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EYA1,Eya1,ENSG00000104313,ENSMUSG00000025932,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EYA2,Eya2,ENSG00000064655,ENSMUSG00000017897,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EYA3,Eya3,ENSG00000158161,ENSMUSG00000028886,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
EYA4,Eya4,ENSG00000112319,ENSMUSG00000010461,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
F2,F2,ENSG00000180210,ENSMUSG00000027249,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
FABP1,Fabp1,ENSG00000163586,ENSMUSG00000054422,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FAIM,Faim,ENSG00000158234,ENSMUSG00000032463,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FAIM2,Faim2,ENSG00000135472,ENSMUSG00000023011,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FATE1,NA,ENSG00000147378,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FCMR,Fcmr,ENSG00000162894,ENSMUSG00000042474,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FDXR,Fdxr,ENSG00000161513,ENSMUSG00000018861,pro-survival,apoptosis,FALSE,TRUE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
FFAR4,Ffar4,ENSG00000186188,ENSMUSG00000054200,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FGA,Fga,ENSG00000171560,ENSMUSG00000028001,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FGB,Fgb,ENSG00000171564,ENSMUSG00000033831,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FGF20,Fgf20,ENSG00000078579,ENSMUSG00000031603,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FGG,Fgg,ENSG00000171557,ENSMUSG00000033860,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FHL2,Fhl2,ENSG00000115641,ENSMUSG00000008136,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FIGNL1,Fignl1,ENSG00000132436,ENSMUSG00000035455,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FLNA,Flna,ENSG00000196924,ENSMUSG00000031328,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FLT4,Flt4,ENSG00000037280,ENSMUSG00000020357,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FMN2,Fmn2,ENSG00000155816,ENSMUSG00000028354,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FOXB1,Foxb1,ENSG00000171956,ENSMUSG00000059246,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FOXE3,NA,ENSG00000186790,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FOXP1,NA,ENSG00000114861,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FOXQ1,Foxq1,ENSG00000164379,ENSMUSG00000038415,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FSTL1,Fstl1,ENSG00000163430,ENSMUSG00000022816,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FXN,Fxn,ENSG00000165060,ENSMUSG00000059363,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
FZD3,Fzd3,ENSG00000104290,ENSMUSG00000007989,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GAS6,Gas6,ENSG00000183087,ENSMUSG00000031451,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
