human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
GATA1,Gata1,ENSG00000102145,ENSMUSG00000031162,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GATA2,Gata2,ENSG00000179348,ENSMUSG00000015053,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GATA3,Gata3,ENSG00000107485,ENSMUSG00000015619,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GATA4,Gata4,ENSG00000285109,ENSMUSG00000021944,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GATA6,Gata6,ENSG00000141448,ENSMUSG00000005836,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GCG,NA,ENSG00000115263,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GCLC,Gclc,ENSG00000001084,ENSMUSG00000032350,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GDNF,Gdnf,ENSG00000168621,ENSMUSG00000022144,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GHITM,Ghitm,ENSG00000165678,ENSMUSG00000041028,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GHRL,Ghrl,ENSG00000157017,ENSMUSG00000064177,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GLO1,Glo1,ENSG00000124767,ENSMUSG00000024026,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GOLGA2,Golga2,ENSG00000167110,ENSMUSG00000002546,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
GOLPH3,Golph3,ENSG00000113384,ENSMUSG00000022200,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GPX1,Gpx1,ENSG00000233276,ENSMUSG00000063856,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GREM1,Grem1,ENSG00000276886,ENSMUSG00000074934,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GRK5,Grk5,ENSG00000198873,ENSMUSG00000003228,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
GSTP1,"Gstp-ps,Gstp1,Gstp2",ENSG00000084207,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HAND2,Hand2,ENSG00000164107,ENSMUSG00000038193,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HAX1,Hax1,ENSG00000143575,ENSMUSG00000027944,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HCK,Hck,ENSG00000101336,ENSMUSG00000003283,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HCLS1,Hcls1,ENSG00000180353,ENSMUSG00000022831,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HDAC1,Hdac1,ENSG00000116478,ENSMUSG00000028800,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HDAC2,Hdac2,ENSG00000196591,ENSMUSG00000019777,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HDAC3,Hdac3,ENSG00000171720,ENSMUSG00000024454,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HERPUD1,Herpud1,ENSG00000051108,ENSMUSG00000031770,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HGF,Hgf,ENSG00000019991,ENSMUSG00000028864,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HIF1A,Hif1a,ENSG00000100644,ENSMUSG00000021109,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HIGD1A,Higd1a,ENSG00000181061,ENSMUSG00000038412,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HIGD2A,Higd2a,ENSG00000146066,ENSMUSG00000025868,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HIPK3,Hipk3,ENSG00000110422,ENSMUSG00000027177,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HMGN5,NA,ENSG00000198157,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HMOX1,Hmox1,ENSG00000100292,ENSMUSG00000005413,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HNRNPK,Hnrnpk,ENSG00000165119,ENSMUSG00000021546,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HPN,Hpn,ENSG00000105707,ENSMUSG00000001249,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSP90B1,Hsp90b1,ENSG00000166598,ENSMUSG00000020048,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPA1A,Hspa1a,ENSG00000234475,ENSMUSG00000091971,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPA1B,Hspa1a,ENSG00000212866,ENSMUSG00000091971,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPA5,Hspa5,ENSG00000044574,ENSMUSG00000026864,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPA9,Hspa9,ENSG00000113013,ENSMUSG00000024359,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPB1,Hspb1,ENSG00000106211,ENSMUSG00000004951,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HSPD1,Hspd1,ENSG00000144381,ENSMUSG00000025980,pro-survival,apoptosis,FALSE,TRUE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
HTATIP2,Htatip2,ENSG00000109854,ENSMUSG00000039745,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HTR2B,Htr2b,ENSG00000135914,ENSMUSG00000026228,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HYOU1,Hyou1,ENSG00000280682,ENSMUSG00000032115,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
HYPK,Hypk,ENSG00000242028,ENSMUSG00000027245,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ICAM1,Icam1,ENSG00000090339,ENSMUSG00000037405,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IER3,Ier3,ENSG00000237155,ENSMUSG00000003541,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
IFI6,NA,ENSG00000126709,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IFIT3,"Ifit3,Ifit3b",ENSG00000119917,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IFITM3,Ifitm3,ENSG00000142089,ENSMUSG00000025492,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
IGBP1,Igbp1,ENSG00000089289,ENSMUSG00000031221,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IGF1,Igf1,ENSG00000017427,ENSMUSG00000020053,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IGF1R,Igf1r,ENSG00000140443,ENSMUSG00000005533,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IKBKB,Ikbkb,ENSG00000104365,ENSMUSG00000031537,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IKBKG,Ikbkg,ENSG00000269335,ENSMUSG00000004221,pro-survival,apoptosis,FALSE,FALSE,KEGG,FALSE,TRUE,FALSE,FALSE,LIKELY,-1,Unspecified,NA,NA
IL11,Il11,ENSG00000095752,ENSMUSG00000004371,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL13,Il13,ENSG00000169194,ENSMUSG00000020383,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL18,Il18,ENSG00000150782,ENSMUSG00000039217,pro-survival,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,-1,Unspecified,NA,NA
IL1A,Il1a,ENSG00000115008,ENSMUSG00000027399,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark,KEGG",TRUE,TRUE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL1B,Il1b,ENSG00000125538,ENSMUSG00000027398,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark,KEGG",TRUE,TRUE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL2,Il2,ENSG00000109471,ENSMUSG00000027720,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL2RB,Il2rb,ENSG00000100385,ENSMUSG00000068227,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL31RA,Il31ra,ENSG00000164509,ENSMUSG00000050377,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL4,Il4,ENSG00000113520,ENSMUSG00000000869,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL6ST,Il6st,ENSG00000134352,ENSMUSG00000021756,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IL7,Il7,ENSG00000104432,ENSMUSG00000040329,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ING2,Ing2,ENSG00000168556,ENSMUSG00000063049,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
INS,Ins2,ENSG00000254647,ENSMUSG00000000215,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IRAK1,Irak1,ENSG00000184216,ENSMUSG00000031392,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IRF7,Irf7,ENSG00000276561,ENSMUSG00000025498,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
IRS2,Irs2,ENSG00000185950,ENSMUSG00000038894,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ISL1,Isl1,ENSG00000016082,ENSMUSG00000042258,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ITCH,Itch,ENSG00000078747,ENSMUSG00000027598,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ITGA5,Itga5,ENSG00000161638,ENSMUSG00000000555,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ITGAV,Itgav,ENSG00000138448,ENSMUSG00000027087,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
JAK3,Jak3,ENSG00000105639,ENSMUSG00000031805,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KDM1A,Kdm1a,ENSG00000004487,ENSMUSG00000036940,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KDM2B,Kdm2b,ENSG00000089094,ENSMUSG00000029475,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KDR,Kdr,ENSG00000128052,ENSMUSG00000062960,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KHDC3L,Khdc3,ENSG00000203908,ENSMUSG00000092622,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KIF14,Kif14,ENSG00000118193,ENSMUSG00000041498,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KLF4,Klf4,ENSG00000136826,ENSMUSG00000003032,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KLHL20,Klhl20,ENSG00000076321,ENSMUSG00000026705,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KPNB1,Kpnb1,ENSG00000108424,ENSMUSG00000001440,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,-2,Unspecified,NA,NA
KRIT1,Krit1,ENSG00000001631,ENSMUSG00000000600,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
KRT18,Krt18,ENSG00000111057,ENSMUSG00000023043,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LACRT,NA,ENSG00000135413,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LAMP3,Lamp3,ENSG00000078081,ENSMUSG00000041247,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LAMTOR5,Lamtor5,ENSG00000134248,ENSMUSG00000087260,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LEF1,Lef1,ENSG00000138795,ENSMUSG00000027985,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LGALS3,Lgals3,ENSG00000131981,ENSMUSG00000050335,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LGMN,Lgmn,ENSG00000100600,ENSMUSG00000021190,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LIG4,Lig4,ENSG00000174405,ENSMUSG00000049717,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LMNA,Lmna,ENSG00000160789,ENSMUSG00000028063,pro-survival,apoptosis,FALSE,FALSE,"Hallmark,Reactome",FALSE,FALSE,TRUE,TRUE,LIKELY,-1,Unspecified,NA,NA
LRP2,Lrp2,ENSG00000081479,ENSMUSG00000027070,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LRP6,Lrp6,ENSG00000070018,ENSMUSG00000030201,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LRRK2,Lrrk2,ENSG00000188906,ENSMUSG00000036273,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LTF,Ltf,ENSG00000012223,ENSMUSG00000032496,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
LTK,Ltk,ENSG00000062524,ENSMUSG00000027297,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAD2L1,Mad2l1,ENSG00000164109,ENSMUSG00000029910,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAEA,Maea,ENSG00000090316,ENSMUSG00000079562,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAG,Mag,ENSG00000105695,ENSMUSG00000036634,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAGEA3,NA,ENSG00000292186,NA,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAP2K5,Map2k5,ENSG00000137764,ENSMUSG00000058444,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAP4K4,Map4k4,ENSG00000071054,ENSMUSG00000026074,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAPK1,Mapk1,ENSG00000100030,ENSMUSG00000063358,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAPK3,Mapk3,ENSG00000102882,ENSMUSG00000063065,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAPK7,Mapk7,ENSG00000166484,ENSMUSG00000001034,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAPK8IP2,Mapk8ip2,ENSG00000008735,ENSMUSG00000022619,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MARCHF7,Marchf7,ENSG00000136536,ENSMUSG00000026977,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MAZ,Maz,ENSG00000103495,ENSMUSG00000030678,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MDK,Mdk,ENSG00000110492,ENSMUSG00000027239,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MDM2,Mdm2,ENSG00000135679,ENSMUSG00000020184,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MED1,Med1,ENSG00000125686,ENSMUSG00000018160,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
MED12,Med12,ENSG00000184634,ENSMUSG00000079487,pro-survival,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,-1,Unspecified,NA,NA
MEF2C,Mef2c,ENSG00000081189,ENSMUSG00000005583,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,-1,Ambiguous,NA,NA
MERTK,Mertk,ENSG00000153208,ENSMUSG00000014361,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
